w,x,chain,latitude,longitude
12000,25030,Loran9960,38.30833,-52.33833
12010,25030,Loran9960,38.42667,-52.77167
12020,25030,Loran9960,38.54,-53.185
12030,25030,Loran9960,38.645,-53.58167
12040,25030,Loran9960,38.745,-53.96167
12050,25030,Loran9960,38.83833,-54.325
12060,25030,Loran9960,38.92833,-54.67333
12070,25030,Loran9960,39.01167,-55.01
12080,25030,Loran9960,39.09167,-55.33167
12090,25030,Loran9960,39.16833,-55.64333
12100,25030,Loran9960,39.24,-55.94167
12110,25030,Loran9960,39.30833,-56.23
12120,25030,Loran9960,39.37333,-56.50833
12130,25030,Loran9960,39.43667,-56.775
12140,25030,Loran9960,39.495,-57.035
12150,25030,Loran9960,39.55167,-57.285
12160,25030,Loran9960,39.60667,-57.52833
12170,25030,Loran9960,39.65833,-57.76167
12180,25030,Loran9960,39.70833,-57.98833
12190,25030,Loran9960,39.75667,-58.21
12200,25030,Loran9960,39.80167,-58.42167
12210,25030,Loran9960,39.84667,-58.63
12220,25030,Loran9960,39.88833,-58.83
12230,25030,Loran9960,39.92833,-59.02667
12240,25030,Loran9960,39.96833,-59.215
12250,25030,Loran9960,40.005,-59.4
12260,25030,Loran9960,40.04167,-59.58
12270,25030,Loran9960,40.07667,-59.75333
12280,25030,Loran9960,40.11,-59.925
12290,25030,Loran9960,40.14333,-60.09
12300,25030,Loran9960,40.175,-60.25167
12310,25030,Loran9960,40.205,-60.40833
12320,25030,Loran9960,40.235,-60.56167
12330,25030,Loran9960,40.26333,-60.71167
12340,25030,Loran9960,40.29,-60.85833
12350,25030,Loran9960,40.31667,-61.00167
12360,25030,Loran9960,40.34333,-61.14
12370,25030,Loran9960,40.36833,-61.27667
12380,25030,Loran9960,40.39167,-61.41
12390,25030,Loran9960,40.415,-61.54167
12400,25030,Loran9960,40.43833,-61.66833
12410,25030,Loran9960,40.46167,-61.79333
12420,25030,Loran9960,40.48167,-61.915
12430,25030,Loran9960,40.50333,-62.035
12440,25030,Loran9960,40.52333,-62.15333
12450,25030,Loran9960,40.54333,-62.26833
12460,25030,Loran9960,40.56333,-62.38
12470,25030,Loran9960,40.58167,-62.49167
12480,25030,Loran9960,40.6,-62.58333
12490,25030,Loran9960,40.61833,-62.705
12500,25030,Loran9960,40.635,-62.81
12510,25030,Loran9960,40.65333,-62.91333
12520,25030,Loran9960,40.67,-63.01333
12530,25030,Loran9960,40.685,-63.11167
12540,25030,Loran9960,40.70167,-63.21
12550,25030,Loran9960,40.71667,-63.305
12560,25030,Loran9960,40.73167,-63.39833
12570,25030,Loran9960,40.74667,-63.49167
12580,25030,Loran9960,40.76,-63.58167
12590,25030,Loran9960,40.775,-63.67167
12600,25030,Loran9960,40.78833,-63.75833
12610,25030,Loran9960,40.80167,-63.845
12620,25030,Loran9960,40.815,-63.93
12630,25030,Loran9960,40.82833,-64.01333
12640,25030,Loran9960,40.84,-64.09667
12650,25030,Loran9960,40.85167,-64.17833
12660,25030,Loran9960,40.865,-64.25833
12670,25030,Loran9960,40.87667,-64.33667
12680,25030,Loran9960,40.88833,-64.415
12690,25030,Loran9960,40.89833,-64.49167
12700,25030,Loran9960,40.91,-64.56667
12710,25030,Loran9960,40.92,-64.64167
12720,25030,Loran9960,40.93167,-64.715
12730,25030,Loran9960,40.94167,-64.78667
12740,25030,Loran9960,40.95167,-64.85833
12750,25030,Loran9960,40.96167,-64.93
12760,25030,Loran9960,40.97167,-64.99833
12770,25030,Loran9960,40.98167,-65.06833
12780,25030,Loran9960,40.99167,-65.135
12790,25030,Loran9960,41,-65.20333
12800,25030,Loran9960,41.01,-65.26833
12810,25030,Loran9960,41.01833,-65.335
12820,25030,Loran9960,41.02667,-65.39833
12830,25030,Loran9960,41.035,-65.46333
12840,25030,Loran9960,41.04333,-65.52667
12850,25030,Loran9960,41.05167,-65.58833
12860,25030,Loran9960,41.06,-65.63333
12870,25030,Loran9960,41.06833,-65.71167
12880,25030,Loran9960,41.07667,-65.77167
12890,25030,Loran9960,41.08333,-65.83
12900,25030,Loran9960,41.09167,-65.89
12910,25030,Loran9960,41.09833,-65.94833
12920,25030,Loran9960,41.10667,-66.005
12930,25030,Loran9960,41.11333,-66.06333
12940,25030,Loran9960,41.12,-66.11833
12950,25030,Loran9960,41.12833,-66.175
12960,25030,Loran9960,41.135,-66.23
12970,25030,Loran9960,41.14167,-66.285
12980,25030,Loran9960,41.14667,-66.34
12990,25030,Loran9960,41.15333,-66.39333
13000,25030,Loran9960,41.16,-66.44667
13010,25030,Loran9960,41.16667,-66.49833
13020,25030,Loran9960,41.17333,-66.55167
13030,25030,Loran9960,41.17833,-66.60167
13040,25030,Loran9960,41.185,-66.65333
13050,25030,Loran9960,41.19,-66.705
13060,25030,Loran9960,41.19667,-66.755
13070,25030,Loran9960,41.20167,-66.805
13080,25030,Loran9960,41.20833,-66.85333
13090,25030,Loran9960,41.21333,-66.90333
13100,25030,Loran9960,41.21833,-66.95167
13110,25030,Loran9960,41.22333,-66.99833
13120,25030,Loran9960,41.22833,-67.04667
13130,25030,Loran9960,41.23333,-67.095
13140,25030,Loran9960,41.23833,-67.14167
13150,25030,Loran9960,41.24333,-67.18667
13160,25030,Loran9960,41.24833,-67.23333
13170,25030,Loran9960,41.25333,-67.28
13180,25030,Loran9960,41.25833,-67.325
13190,25030,Loran9960,41.26333,-67.37
13200,25030,Loran9960,41.26667,-67.41333
13210,25030,Loran9960,41.27167,-67.45833
13220,25030,Loran9960,41.27667,-67.50167
13230,25030,Loran9960,41.28,-67.54667
13240,25030,Loran9960,41.285,-67.58833
13250,25030,Loran9960,41.28833,-67.63167
13260,25030,Loran9960,41.29333,-67.675
13270,25030,Loran9960,41.29667,-67.71667
13280,25030,Loran9960,41.3,-67.76
13290,25030,Loran9960,41.305,-67.80167
13300,25030,Loran9960,41.30833,-67.84167
13310,25030,Loran9960,41.31167,-67.86667
13320,25030,Loran9960,41.315,-67.923330000000007
13330,25030,Loran9960,41.31833,-67.965
13340,25030,Loran9960,41.32167,-68.005
13350,25030,Loran9960,41.32667,-68.045
13360,25030,Loran9960,41.33,-68.085
13370,25030,Loran9960,41.33167,-68.12333
13380,25030,Loran9960,41.335,-68.16333
13390,25030,Loran9960,41.33833,-68.20167
13400,25030,Loran9960,41.34167,-68.24
13410,25030,Loran9960,41.345,-68.27833
13420,25030,Loran9960,41.34667,-68.31667
13430,25030,Loran9960,41.35,-68.355
13440,25030,Loran9960,41.35333,-68.39167
13450,25030,Loran9960,41.355,-68.43
13460,25030,Loran9960,41.35833,-68.46667
13470,25030,Loran9960,41.36,-68.50333
13480,25030,Loran9960,41.36333,-68.54
13490,25030,Loran9960,41.365,-68.57667
13500,25030,Loran9960,41.36833,-68.61333
13510,25030,Loran9960,41.37,-68.64833
13520,25030,Loran9960,41.37167,-68.685
13530,25030,Loran9960,41.37333,-68.72
13540,25030,Loran9960,41.375,-68.755
13550,25030,Loran9960,41.37667,-68.79
13560,25030,Loran9960,41.38,-68.825
13570,25030,Loran9960,41.38,-68.86
13580,25030,Loran9960,41.38167,-68.895
13590,25030,Loran9960,41.38333,-68.92833
13600,25030,Loran9960,41.385,-68.96333
