w,y,chain,latitude,longitude
12580,44000,Loran9960,42.645,66.58
12590,44000,Loran9960,42.63667,66.61333
12600,44000,Loran9960,42.62833,66.64833
12610,44000,Loran9960,42.62,66.68167
12620,44000,Loran9960,42.61167,66.715
12630,44000,Loran9960,42.60333,66.74667
12640,44000,Loran9960,42.59667,66.78
12650,44000,Loran9960,42.58833,66.81333
12660,44000,Loran9960,42.58,66.84667
12670,44000,Loran9960,42.57167,66.87833
12680,44000,Loran9960,42.565,66.91
12690,44000,Loran9960,42.55667,66.94333
12700,44000,Loran9960,42.54833,66.975
12710,44000,Loran9960,42.54167,67.00667
12720,44000,Loran9960,42.53333,67.03833
12730,44000,Loran9960,42.52667,67.07
12740,44000,Loran9960,42.51833,67.10167
12750,44000,Loran9960,42.51,67.13167
12760,44000,Loran9960,42.50333,67.16333
12770,44000,Loran9960,42.495,67.195
12780,44000,Loran9960,42.48833,67.225
12790,44000,Loran9960,42.48,67.25667
12800,44000,Loran9960,42.47333,67.28667
12810,44000,Loran9960,42.465,67.31667
12820,44000,Loran9960,42.45833,67.34667
12830,44000,Loran9960,42.45167,67.37833
12840,44000,Loran9960,42.44333,67.40833
12850,44000,Loran9960,42.43667,67.43833
12860,44000,Loran9960,42.42833,67.46833
12870,44000,Loran9960,42.42167,67.49667
12880,44000,Loran9960,42.41333,67.52667
12890,44000,Loran9960,42.40667,67.55667
12900,44000,Loran9960,42.38333,67.585
12910,44000,Loran9960,42.39333,67.615
12920,44000,Loran9960,42.385,67.645
12930,44000,Loran9960,42.37833,67.673330000000007
12940,44000,Loran9960,42.37167,67.70167
12950,44000,Loran9960,42.36333,67.73167
12960,44000,Loran9960,42.35667,67.76
12970,44000,Loran9960,42.35,67.78833
12980,44000,Loran9960,42.34333,67.81833
12990,44000,Loran9960,42.335,67.84667
13000,44000,Loran9960,42.32833,67.875
13010,44000,Loran9960,42.32167,67.90333
13020,44000,Loran9960,42.315,67.93167
13030,44000,Loran9960,42.30833,67.96
13040,44000,Loran9960,42.30167,67.98667
13050,44000,Loran9960,42.295,68.015
13060,44000,Loran9960,42.28667,68.04333
13070,44000,Loran9960,42.28,68.07
13080,44000,Loran9960,42.27333,68.09833
13090,44000,Loran9960,42.26667,68.12667
13100,44000,Loran9960,42.26,68.15333
13110,44000,Loran9960,42.25333,68.18167
13120,44000,Loran9960,42.24667,68.20833
13130,44000,Loran9960,42.24,68.23667
13140,44000,Loran9960,42.21667,68.26333
13150,44000,Loran9960,42.22667,68.29
13160,44000,Loran9960,42.22,68.31833
13170,44000,Loran9960,42.21333,68.345
13180,44000,Loran9960,42.20667,68.37167
13190,44000,Loran9960,42.18333,68.39833
13200,44000,Loran9960,42.19333,68.425
13210,44000,Loran9960,42.18667,68.45167
13220,44000,Loran9960,42.18,68.48
13230,44000,Loran9960,42.17333,68.505
13240,44000,Loran9960,42.16667,68.53167
13250,44000,Loran9960,42.16,68.55833
13260,44000,Loran9960,42.15333,68.585
13270,44000,Loran9960,42.14667,68.61167
13280,44000,Loran9960,42.14167,68.63833
13290,44000,Loran9960,42.135,68.665
13300,44000,Loran9960,42.12833,68.69
13310,44000,Loran9960,42.12167,68.71667
13320,44000,Loran9960,42.115,68.74333
13330,44000,Loran9960,42.10833,68.76833
13340,44000,Loran9960,42.10167,68.795
13350,44000,Loran9960,42.09667,68.82167
13360,44000,Loran9960,42.09,68.84667
13370,44000,Loran9960,42.06667,68.87333
13380,44000,Loran9960,42.07667,68.89833
13390,44000,Loran9960,42.07,68.925
13400,44000,Loran9960,42.06333,68.95
13410,44000,Loran9960,42.05833,68.975
13420,44000,Loran9960,42.05167,69.00167
13430,44000,Loran9960,42.045,69.02667
13440,44000,Loran9960,42.03833,69.05167
13450,44000,Loran9960,42.03167,69.07833
13460,44000,Loran9960,42.02667,69.10333
13470,44000,Loran9960,42.02,69.12833
13480,44000,Loran9960,42.01333,69.15333
13490,44000,Loran9960,42.00833,69.18
13500,44000,Loran9960,42.00167,69.20333
13510,44000,Loran9960,41.995,69.23
13520,44000,Loran9960,41.98833,69.255
13530,44000,Loran9960,41.96667,69.28
13540,44000,Loran9960,41.97667,69.305
13550,44000,Loran9960,41.97,69.33
13560,44000,Loran9960,41.96333,69.355
13570,44000,Loran9960,41.95833,69.38
13580,44000,Loran9960,41.95167,69.405
13590,44000,Loran9960,41.94667,69.43
13600,44000,Loran9960,41.94,69.455
13610,44000,Loran9960,41.93333,69.48
13620,44000,Loran9960,41.92833,69.50333
13630,44000,Loran9960,41.92167,69.52833
13640,44000,Loran9960,41.915,69.55333
13650,44000,Loran9960,41.91,69.57833
13660,44000,Loran9960,41.90333,69.60333
13670,44000,Loran9960,41.89667,69.62667
13680,44000,Loran9960,41.89167,69.65167
13690,44000,Loran9960,41.885,69.67667
13700,44000,Loran9960,41.88,69.70167
13710,44000,Loran9960,41.87333,69.725
13720,44000,Loran9960,41.86667,69.73333
13730,44000,Loran9960,41.86167,69.775
13740,44000,Loran9960,41.855,69.798330000000007
13750,44000,Loran9960,41.83333,69.82333
13760,44000,Loran9960,41.84333,69.84667
13770,44000,Loran9960,41.83667,69.87167
13780,44000,Loran9960,41.83167,69.89667
13790,44000,Loran9960,41.825,69.92
13800,44000,Loran9960,41.82,69.945
13810,44000,Loran9960,41.81333,69.96833
13820,44000,Loran9960,41.80833,69.99333
13830,44000,Loran9960,41.80167,70.01667
13840,44000,Loran9960,41.79667,70.04167
13850,44000,Loran9960,41.79,70.065
13860,44000,Loran9960,41.785,70.08833
13870,44000,Loran9960,41.77833,70.11333
13880,44000,Loran9960,41.77333,70.13667
13890,44000,Loran9960,41.76667,70.16167
13900,44000,Loran9960,41.76167,70.185
13910,44000,Loran9960,41.755,70.20833
13920,44000,Loran9960,41.73333,70.21667
13930,44000,Loran9960,41.74333,70.25667
13940,44000,Loran9960,41.73833,70.28
13950,44000,Loran9960,41.73167,70.305
13960,44000,Loran9960,41.72667,70.32833
13970,44000,Loran9960,41.72,70.35167
13980,44000,Loran9960,41.715,70.37667
13990,44000,Loran9960,41.71,70.4
14000,44000,Loran9960,41.70333,70.423330000000007
11800,44005,Loran9960,43.52167,62.88167
11810,44005,Loran9960,43.50667,62.955
11820,44005,Loran9960,43.49,63.02833
11830,44005,Loran9960,43.475,63.08333
11840,44005,Loran9960,43.45833,63.17
11850,44005,Loran9960,43.44333,63.23833
11860,44005,Loran9960,43.42833,63.30667
11870,44005,Loran9960,43.41333,63.375
11880,44005,Loran9960,43.39833,63.44
11890,44005,Loran9960,43.38333,63.505
11900,44005,Loran9960,43.37,63.56833
11910,44005,Loran9960,43.355,63.63167
11920,44005,Loran9960,43.34167,63.69333
11930,44005,Loran9960,43.32833,63.755
11940,44005,Loran9960,43.31333,63.815
11950,44005,Loran9960,43.3,63.875
11960,44005,Loran9960,43.28667,63.93333
11970,44005,Loran9960,43.27333,63.99167
11980,44005,Loran9960,43.26167,64.048330000000007
11990,44005,Loran9960,43.24833,64.105
12000,44005,Loran9960,43.235,64.16
12010,44005,Loran9960,43.22333,64.215
12020,44005,Loran9960,43.21,64.26833
12030,44005,Loran9960,43.19833,64.32167
12040,44005,Loran9960,43.18667,64.375
12050,44005,Loran9960,43.17333,64.42833
12060,44005,Loran9960,43.16167,64.47833
12070,44005,Loran9960,43.15,64.53
12080,44005,Loran9960,43.13833,64.58
12090,44005,Loran9960,43.12667,64.63
12100,44005,Loran9960,43.115,64.68
12110,44005,Loran9960,43.10333,64.72833
12120,44005,Loran9960,43.09333,64.77667
12130,44005,Loran9960,43.08167,64.825
12140,44005,Loran9960,43.07,64.87167
12150,44005,Loran9960,43.06,64.91833
12160,44005,Loran9960,43.04833,64.965
12170,44005,Loran9960,43.03833,65.01
12180,44005,Loran9960,43.02833,65.055
12190,44005,Loran9960,43.01667,65.10167
12200,44005,Loran9960,43.00667,65.145
12210,44005,Loran9960,42.99667,65.19
12220,44005,Loran9960,42.98667,65.23333
12230,44005,Loran9960,42.97667,65.27667
12240,44005,Loran9960,42.965,65.32
12250,44005,Loran9960,42.955,65.36167
12260,44005,Loran9960,42.945,65.405
12270,44005,Loran9960,42.935,65.44667
12280,44005,Loran9960,42.92667,65.48833
12290,44005,Loran9960,42.9,65.52833
12300,44005,Loran9960,42.90667,65.57
12310,44005,Loran9960,42.89667,65.61
12320,44005,Loran9960,42.88667,65.65
12330,44005,Loran9960,42.87833,65.69
12340,44005,Loran9960,42.86833,65.73
12350,44005,Loran9960,42.85833,65.76833
12360,44005,Loran9960,42.83333,65.80833
12370,44005,Loran9960,42.84,65.84667
12380,44005,Loran9960,42.83167,65.885
12390,44005,Loran9960,42.82167,65.923330000000007
12400,44005,Loran9960,42.81333,65.96167
12410,44005,Loran9960,42.80333,65.99833
12420,44005,Loran9960,42.795,66.035
12430,44005,Loran9960,42.78667,66.07333
12440,44005,Loran9960,42.77667,66.11
12450,44005,Loran9960,42.76833,66.14667
12460,44005,Loran9960,42.76,66.18167
12470,44005,Loran9960,42.75167,66.21833
12480,44005,Loran9960,42.74167,66.255
12490,44005,Loran9960,42.73333,66.29
12500,44005,Loran9960,42.725,66.32667
12510,44005,Loran9960,42.71667,66.36167
12520,44005,Loran9960,42.70833,66.39667
12530,44005,Loran9960,42.68333,66.43
12540,44005,Loran9960,42.69167,66.465
12550,44005,Loran9960,42.66667,66.48333
12560,44005,Loran9960,42.675,66.53333
12570,44005,Loran9960,42.65,66.56833
12580,44005,Loran9960,42.65833,66.60167
12590,44005,Loran9960,42.65,66.635
12600,44005,Loran9960,42.64167,66.66833
12610,44005,Loran9960,42.63333,66.70167
12620,44005,Loran9960,42.62667,66.735
12630,44005,Loran9960,42.61833,66.76833
12640,44005,Loran9960,42.61,66.80167
12650,44005,Loran9960,42.60167,66.83333
12660,44005,Loran9960,42.59333,66.85
12670,44005,Loran9960,42.585,66.89833
12680,44005,Loran9960,42.57833,66.93
12690,44005,Loran9960,42.57,66.96333
12700,44005,Loran9960,42.56333,66.995
12710,44005,Loran9960,42.555,67.02667
12720,44005,Loran9960,42.54667,67.05833
12730,44005,Loran9960,42.54,67.08833
12740,44005,Loran9960,42.53167,67.12
12750,44005,Loran9960,42.525,67.15167
12760,44005,Loran9960,42.5,67.18167
12770,44005,Loran9960,42.50833,67.21333
12780,44005,Loran9960,42.50167,67.24333
12790,44005,Loran9960,42.49333,67.275
12800,44005,Loran9960,42.48667,67.305
12810,44005,Loran9960,42.47833,67.335
12820,44005,Loran9960,42.47167,67.365
12830,44005,Loran9960,42.46333,67.395
12840,44005,Loran9960,42.45667,67.425
12850,44005,Loran9960,42.43333,67.455
12860,44005,Loran9960,42.44167,67.485
12870,44005,Loran9960,42.435,67.515
12880,44005,Loran9960,42.42833,67.545
12890,44005,Loran9960,42.42,67.57333
12900,44005,Loran9960,42.41333,67.60333
12910,44005,Loran9960,42.405,67.63167
12920,44005,Loran9960,42.39833,67.66167
12930,44005,Loran9960,42.39167,67.69
12940,44005,Loran9960,42.385,67.71833
12950,44005,Loran9960,42.37667,67.74833
12960,44005,Loran9960,42.37,67.77667
12970,44005,Loran9960,42.36333,67.805
12980,44005,Loran9960,42.35667,67.83333
12990,44005,Loran9960,42.34833,67.86167
13000,44005,Loran9960,42.34167,67.89
13010,44005,Loran9960,42.335,67.91833
13020,44005,Loran9960,42.32833,67.94667
13030,44005,Loran9960,42.32167,67.975
13040,44005,Loran9960,42.31333,68.00333
13050,44005,Loran9960,42.30667,68.03
13060,44005,Loran9960,42.3,68.05833
13070,44005,Loran9960,42.29333,68.08667
13080,44005,Loran9960,42.28667,68.11333
13090,44005,Loran9960,42.28,68.14167
13100,44005,Loran9960,42.27333,68.16833
13110,44005,Loran9960,42.25,68.19667
13120,44005,Loran9960,42.26,68.22333
13130,44005,Loran9960,42.25333,68.25167
13140,44005,Loran9960,42.24667,68.27833
13150,44005,Loran9960,42.24,68.305
13160,44005,Loran9960,42.23167,68.33167
13170,44005,Loran9960,42.22667,68.36
13180,44005,Loran9960,42.21833,68.38667
13190,44005,Loran9960,42.21333,68.41333
13200,44005,Loran9960,42.20667,68.44
13210,44005,Loran9960,42.18333,68.45
13220,44005,Loran9960,42.19333,68.49333
13230,44005,Loran9960,42.18667,68.52
13240,44005,Loran9960,42.18,68.54667
13250,44005,Loran9960,42.17333,68.57167
13260,44005,Loran9960,42.15,68.59833
13270,44005,Loran9960,42.16,68.625
13280,44005,Loran9960,42.15333,68.65167
13290,44005,Loran9960,42.14667,68.67833
13300,44005,Loran9960,42.14,68.70333
13310,44005,Loran9960,42.13333,68.73
13320,44005,Loran9960,42.12833,68.755
13330,44005,Loran9960,42.12167,68.78167
13340,44005,Loran9960,42.115,68.80833
13350,44005,Loran9960,42.10833,68.83333
13360,44005,Loran9960,42.10167,68.86
13370,44005,Loran9960,42.095,68.885
13380,44005,Loran9960,42.08833,68.91167
13390,44005,Loran9960,42.06667,68.93667
13400,44005,Loran9960,42.07667,68.96167
13410,44005,Loran9960,42.07,68.98833
13420,44005,Loran9960,42.06333,69.01333
13430,44005,Loran9960,42.05833,69.03833
13440,44005,Loran9960,42.05167,69.06333
13450,44005,Loran9960,42.045,69.09
13460,44005,Loran9960,42.03833,69.115
13470,44005,Loran9960,42.03167,69.14
13480,44005,Loran9960,42.02667,69.165
13490,44005,Loran9960,42.02,69.19
13500,44005,Loran9960,42.01333,69.215
13510,44005,Loran9960,42.00667,69.24167
13520,44005,Loran9960,42.00167,69.25
13530,44005,Loran9960,41.995,69.29167
13540,44005,Loran9960,41.98833,69.3
13550,44005,Loran9960,41.98167,69.34167
13560,44005,Loran9960,41.97667,69.365
13570,44005,Loran9960,41.97,69.39167
13580,44005,Loran9960,41.96333,69.415
13590,44005,Loran9960,41.95833,69.44
13600,44005,Loran9960,41.95167,69.465
13610,44005,Loran9960,41.94667,69.49
13620,44005,Loran9960,41.94,69.515
13630,44005,Loran9960,41.93333,69.53833
13640,44005,Loran9960,41.92833,69.56333
13650,44005,Loran9960,41.92167,69.58833
13660,44005,Loran9960,41.915,69.61333
13670,44005,Loran9960,41.91,69.63667
13680,44005,Loran9960,41.90333,69.66167
13690,44005,Loran9960,41.89667,69.68667
13700,44005,Loran9960,41.89167,69.71167
13710,44005,Loran9960,41.885,69.735
13720,44005,Loran9960,41.88,69.76
13730,44005,Loran9960,41.87333,69.785
13740,44005,Loran9960,41.86667,69.80833
13750,44005,Loran9960,41.86167,69.81667
13760,44005,Loran9960,41.855,69.85667
13770,44005,Loran9960,41.83333,69.88167
13780,44005,Loran9960,41.84333,69.905
13790,44005,Loran9960,41.83667,69.93
13800,44005,Loran9960,41.83167,69.95333
13810,44005,Loran9960,41.825,69.97833
13820,44005,Loran9960,41.82,70.00167
13830,44005,Loran9960,41.81333,70.02667
13840,44005,Loran9960,41.80833,70.05
13850,44005,Loran9960,41.80167,70.075
13860,44005,Loran9960,41.79667,70.09833
13870,44005,Loran9960,41.79,70.12167
13880,44005,Loran9960,41.785,70.14667
13890,44005,Loran9960,41.77833,70.17
13900,44005,Loran9960,41.77333,70.19333
13910,44005,Loran9960,41.76667,70.21833
13920,44005,Loran9960,41.76167,70.24167
13930,44005,Loran9960,41.755,70.265
13940,44005,Loran9960,41.73333,70.29
13950,44005,Loran9960,41.74333,70.31333
13960,44005,Loran9960,41.73833,70.33667
13970,44005,Loran9960,41.73167,70.36167
13980,44005,Loran9960,41.72667,70.385
13990,44005,Loran9960,41.72,70.40833
14000,44005,Loran9960,41.715,70.43167
11800,44010,Loran9960,43.53667,62.92667
11810,44010,Loran9960,43.52,63.00167
11820,44010,Loran9960,43.50333,63.07333
11830,44010,Loran9960,43.48833,63.14333
11840,44010,Loran9960,43.47167,63.21333
11850,44010,Loran9960,43.45667,63.28167
11860,44010,Loran9960,43.44167,63.35
11870,44010,Loran9960,43.42667,63.4
11880,44010,Loran9960,43.41167,63.48167
11890,44010,Loran9960,43.39833,63.54667
11900,44010,Loran9960,43.38333,63.61
11910,44010,Loran9960,43.36833,63.67167
11920,44010,Loran9960,43.355,63.73333
11930,44010,Loran9960,43.34167,63.795
11940,44010,Loran9960,43.32833,63.85333
11950,44010,Loran9960,43.315,63.91333
11960,44010,Loran9960,43.30167,63.97167
11970,44010,Loran9960,43.28833,64.02833
11980,44010,Loran9960,43.275,64.085
11990,44010,Loran9960,43.26167,64.14167
12000,44010,Loran9960,43.23333,64.19667
12010,44010,Loran9960,43.23667,64.25
12020,44010,Loran9960,43.225,64.30333
12030,44010,Loran9960,43.21167,64.35667
12040,44010,Loran9960,43.2,64.41
12050,44010,Loran9960,43.18833,64.46167
12060,44010,Loran9960,43.17667,64.51333
12070,44010,Loran9960,43.16333,64.56333
12080,44010,Loran9960,43.15167,64.61333
12090,44010,Loran9960,43.14167,64.66333
12100,44010,Loran9960,43.13,64.71167
12110,44010,Loran9960,43.11833,64.76
12120,44010,Loran9960,43.10667,64.80833
12130,44010,Loran9960,43.09667,64.855
12140,44010,Loran9960,43.085,64.90333
12150,44010,Loran9960,43.07333,64.93333
12160,44010,Loran9960,43.06333,64.995
12170,44010,Loran9960,43.05167,65.04167
12180,44010,Loran9960,43.04167,65.08667
12190,44010,Loran9960,43.03167,65.13
12200,44010,Loran9960,43.02,65.175
12210,44010,Loran9960,43.01,65.21833
12220,44010,Loran9960,43,65.26167
12230,44010,Loran9960,42.99,65.305
12240,44010,Loran9960,42.98,65.34833
12250,44010,Loran9960,42.97,65.39
12260,44010,Loran9960,42.96,65.43167
12270,44010,Loran9960,42.93333,65.47333
12280,44010,Loran9960,42.94,65.515
12290,44010,Loran9960,42.93,65.55667
12300,44010,Loran9960,42.92,65.59667
12310,44010,Loran9960,42.91,65.63667
12320,44010,Loran9960,42.90167,65.67667
12330,44010,Loran9960,42.89167,65.7
12340,44010,Loran9960,42.88167,65.755
12350,44010,Loran9960,42.87333,65.795
12360,44010,Loran9960,42.86333,65.83333
12370,44010,Loran9960,42.85333,65.87167
12380,44010,Loran9960,42.845,65.91
12390,44010,Loran9960,42.835,65.94833
12400,44010,Loran9960,42.82667,65.985
12410,44010,Loran9960,42.81833,66.02333
12420,44010,Loran9960,42.80833,66.06
12430,44010,Loran9960,42.78333,66.09667
12440,44010,Loran9960,42.79167,66.13333
12450,44010,Loran9960,42.78167,66.17
12460,44010,Loran9960,42.77333,66.20667
12470,44010,Loran9960,42.765,66.24167
12480,44010,Loran9960,42.75667,66.27833
12490,44010,Loran9960,42.74667,66.31333
12500,44010,Loran9960,42.73833,66.34833
12510,44010,Loran9960,42.73,66.38333
12520,44010,Loran9960,42.72167,66.41833
12530,44010,Loran9960,42.71333,66.45333
12540,44010,Loran9960,42.705,66.48667
12550,44010,Loran9960,42.69667,66.52167
12560,44010,Loran9960,42.68833,66.555
12570,44010,Loran9960,42.68,66.59
12580,44010,Loran9960,42.67167,66.62333
12590,44010,Loran9960,42.66333,66.65667
12600,44010,Loran9960,42.655,66.69
12610,44010,Loran9960,42.64667,66.72333
12620,44010,Loran9960,42.63833,66.75667
12630,44010,Loran9960,42.63167,66.78833
12640,44010,Loran9960,42.62333,66.82167
12650,44010,Loran9960,42.615,66.85333
12660,44010,Loran9960,42.60667,66.88667
12670,44010,Loran9960,42.58333,66.91833
12680,44010,Loran9960,42.59167,66.95
12690,44010,Loran9960,42.58333,66.98167
12700,44010,Loran9960,42.57667,67.01333
12710,44010,Loran9960,42.56833,67.045
12720,44010,Loran9960,42.56,67.07667
12730,44010,Loran9960,42.55333,67.10833
12740,44010,Loran9960,42.545,67.13833
12750,44010,Loran9960,42.53667,67.17
12760,44010,Loran9960,42.53,67.20167
12770,44010,Loran9960,42.52167,67.23167
12780,44010,Loran9960,42.515,67.26167
12790,44010,Loran9960,42.50667,67.29333
12800,44010,Loran9960,42.48333,67.32333
12810,44010,Loran9960,42.49167,67.35333
12820,44010,Loran9960,42.485,67.38333
12830,44010,Loran9960,42.47833,67.41333
12840,44010,Loran9960,42.47,67.44333
12850,44010,Loran9960,42.46333,67.47333
12860,44010,Loran9960,42.455,67.50167
12870,44010,Loran9960,42.44833,67.53167
12880,44010,Loran9960,42.44167,67.56167
12890,44010,Loran9960,42.43333,67.59167
12900,44010,Loran9960,42.42667,67.62
12910,44010,Loran9960,42.41833,67.64833
12920,44010,Loran9960,42.41167,67.67833
12930,44010,Loran9960,42.405,67.70667
12940,44010,Loran9960,42.39667,67.735
12950,44010,Loran9960,42.39,67.76333
12960,44010,Loran9960,42.38333,67.79333
12970,44010,Loran9960,42.37667,67.82167
12980,44010,Loran9960,42.36833,67.83333
12990,44010,Loran9960,42.36167,67.87833
13000,44010,Loran9960,42.355,67.90667
13010,44010,Loran9960,42.34833,67.935
13020,44010,Loran9960,42.34167,67.96333
13030,44010,Loran9960,42.335,67.99
13040,44010,Loran9960,42.32667,68.01833
13050,44010,Loran9960,42.32,68.04667
13060,44010,Loran9960,42.31333,68.07333
13070,44010,Loran9960,42.30667,68.10167
13080,44010,Loran9960,42.28333,68.12833
13090,44010,Loran9960,42.29333,68.15667
13100,44010,Loran9960,42.28667,68.18333
13110,44010,Loran9960,42.28,68.21167
13120,44010,Loran9960,42.27167,68.23833
13130,44010,Loran9960,42.265,68.265
13140,44010,Loran9960,42.25833,68.29333
13150,44010,Loran9960,42.25167,68.32
13160,44010,Loran9960,42.245,68.34667
13170,44010,Loran9960,42.23833,68.37333
13180,44010,Loran9960,42.23167,68.4
13190,44010,Loran9960,42.225,68.42667
13200,44010,Loran9960,42.21833,68.45333
13210,44010,Loran9960,42.21167,68.48
13220,44010,Loran9960,42.205,68.50667
13230,44010,Loran9960,42.19833,68.51667
13240,44010,Loran9960,42.19167,68.56
13250,44010,Loran9960,42.185,68.585
13260,44010,Loran9960,42.18,68.61167
13270,44010,Loran9960,42.17167,68.63833
13280,44010,Loran9960,42.15,68.665
13290,44010,Loran9960,42.16,68.69167
13300,44010,Loran9960,42.15333,68.71667
13310,44010,Loran9960,42.14667,68.74333
13320,44010,Loran9960,42.14,68.76833
13330,44010,Loran9960,42.13333,68.795
13340,44010,Loran9960,42.12667,68.82
13350,44010,Loran9960,42.12,68.84667
13360,44010,Loran9960,42.115,68.87167
13370,44010,Loran9960,42.10833,68.89833
13380,44010,Loran9960,42.10167,68.923330000000007
13390,44010,Loran9960,42.095,68.94833
13400,44010,Loran9960,42.08833,68.975
13410,44010,Loran9960,42.08167,69
13420,44010,Loran9960,42.07667,69.025
13430,44010,Loran9960,42.07,69.05167
13440,44010,Loran9960,42.06333,69.07667
13450,44010,Loran9960,42.05667,69.10167
13460,44010,Loran9960,42.05167,69.12667
13470,44010,Loran9960,42.045,69.15167
13480,44010,Loran9960,42.03833,69.17667
13490,44010,Loran9960,42.03167,69.20167
13500,44010,Loran9960,42.02667,69.22667
13510,44010,Loran9960,42.02,69.25167
13520,44010,Loran9960,42.01333,69.27667
13530,44010,Loran9960,42.00667,69.30167
13540,44010,Loran9960,42.00167,69.32667
13550,44010,Loran9960,41.995,69.35167
13560,44010,Loran9960,41.98833,69.37667
13570,44010,Loran9960,41.98167,69.40167
13580,44010,Loran9960,41.97667,69.42667
13590,44010,Loran9960,41.97,69.45167
13600,44010,Loran9960,41.96333,69.47667
13610,44010,Loran9960,41.95833,69.5
13620,44010,Loran9960,41.95167,69.525
13630,44010,Loran9960,41.945,69.53333
13640,44010,Loran9960,41.94,69.575
13650,44010,Loran9960,41.93333,69.59833
13660,44010,Loran9960,41.92667,69.62333
13670,44010,Loran9960,41.92167,69.64833
13680,44010,Loran9960,41.915,69.67167
13690,44010,Loran9960,41.91,69.69667
13700,44010,Loran9960,41.90333,69.72167
13710,44010,Loran9960,41.89667,69.745
13720,44010,Loran9960,41.89167,69.77
13730,44010,Loran9960,41.885,69.79333
13740,44010,Loran9960,41.88,69.81833
13750,44010,Loran9960,41.87333,69.84333
13760,44010,Loran9960,41.86667,69.86667
13770,44010,Loran9960,41.86167,69.89167
13780,44010,Loran9960,41.855,69.915
13790,44010,Loran9960,41.84833,69.93833
13800,44010,Loran9960,41.84333,69.96333
13810,44010,Loran9960,41.83667,69.98667
13820,44010,Loran9960,41.83167,70.01167
13830,44010,Loran9960,41.825,70.035
13840,44010,Loran9960,41.82,70.06
13850,44010,Loran9960,41.81333,70.08333
13860,44010,Loran9960,41.80833,70.10667
13870,44010,Loran9960,41.80167,70.13167
13880,44010,Loran9960,41.79667,70.155
13890,44010,Loran9960,41.79,70.17833
