w,x,chain,latitude,longitude
12850,25240,Loran9960,42.48833,67.50667
12860,25240,Loran9960,42.48167,67.53833
12870,25240,Loran9960,42.47667,67.56833
12880,25240,Loran9960,42.47,67.6
12890,25240,Loran9960,42.465,67.63167
12900,25240,Loran9960,42.45833,67.66167
12910,25240,Loran9960,42.45333,67.69333
12920,25240,Loran9960,42.44667,67.72333
12930,25240,Loran9960,42.44167,67.75333
12940,25240,Loran9960,42.435,67.78333
12950,25240,Loran9960,42.43,67.81333
12960,25240,Loran9960,42.42333,67.84333
12970,25240,Loran9960,42.41833,67.87333
12980,25240,Loran9960,42.41167,67.90167
12990,25240,Loran9960,42.405,67.93167
13000,25240,Loran9960,42.4,67.96167
13010,25240,Loran9960,42.39333,67.99
13020,25240,Loran9960,42.38833,68.01833
13030,25240,Loran9960,42.38167,68.04667
13040,25240,Loran9960,42.37667,68.07667
13050,25240,Loran9960,42.37,68.105
13060,25240,Loran9960,42.36333,68.11667
13070,25240,Loran9960,42.35833,68.16167
13080,25240,Loran9960,42.35167,68.19
13090,25240,Loran9960,42.34667,68.21833
13100,25240,Loran9960,42.34,68.245
13110,25240,Loran9960,42.33333,68.27333
13120,25240,Loran9960,42.32667,68.3
13130,25240,Loran9960,42.32167,68.32833
13140,25240,Loran9960,42.315,68.355
13150,25240,Loran9960,42.30833,68.36667
13160,25240,Loran9960,42.30167,68.41
13170,25240,Loran9960,42.29667,68.43667
13180,25240,Loran9960,42.29,68.46333
13190,25240,Loran9960,42.28333,68.49
13200,25240,Loran9960,42.27667,68.51667
13210,25240,Loran9960,42.27,68.54333
13220,25240,Loran9960,42.265,68.57
13230,25240,Loran9960,42.25833,68.59667
13240,25240,Loran9960,42.25167,68.62333
13250,25240,Loran9960,42.245,68.64833
13260,25240,Loran9960,42.23833,68.675
13270,25240,Loran9960,42.23167,68.70167
13280,25240,Loran9960,42.225,68.72667
13290,25240,Loran9960,42.21833,68.75167
13300,25240,Loran9960,42.21167,68.77833
13310,25240,Loran9960,42.205,68.80333
13320,25240,Loran9960,42.19833,68.82833
13330,25240,Loran9960,42.19167,68.85333
13340,25240,Loran9960,42.185,68.87833
13350,25240,Loran9960,42.17833,68.90333
13360,25240,Loran9960,42.17,68.92833
13370,25240,Loran9960,42.16333,68.95333
13380,25240,Loran9960,42.15667,68.97833
13390,25240,Loran9960,42.15,69.00333
13400,25240,Loran9960,42.14333,69.02833
13410,25240,Loran9960,42.135,69.05167
13420,25240,Loran9960,42.12833,69.07667
13430,25240,Loran9960,42.12167,69.1
13440,25240,Loran9960,42.11333,69.125
13450,25240,Loran9960,42.10667,69.14833
13460,25240,Loran9960,42.09833,69.173330000000007
13470,25240,Loran9960,42.09167,69.19667
13480,25240,Loran9960,42.08333,69.22
13490,25240,Loran9960,42.07667,69.24333
13500,25240,Loran9960,42.06833,69.26833
13510,25240,Loran9960,42.06167,69.29167
13520,25240,Loran9960,42.05333,69.315
13530,25240,Loran9960,42.045,69.33667
13540,25240,Loran9960,42.03667,69.36167
13550,25240,Loran9960,42.03,69.38333
13560,25240,Loran9960,42.02167,69.40667
13570,25240,Loran9960,42.01333,69.43
13580,25240,Loran9960,42.005,69.45167
13590,25240,Loran9960,41.99667,69.475
13600,25240,Loran9960,41.98833,69.49667
13610,25240,Loran9960,41.98,69.52
13620,25240,Loran9960,41.97,69.54167
13630,25240,Loran9960,41.96167,69.565
13640,25240,Loran9960,41.95333,69.58667
13650,25240,Loran9960,41.945,69.60833
13660,25240,Loran9960,41.935,69.63
13670,25240,Loran9960,41.92667,69.65167
13680,25240,Loran9960,41.91667,69.673330000000007
13690,25240,Loran9960,41.90833,69.695
13700,25240,Loran9960,41.89833,69.71667
13710,25240,Loran9960,41.88833,69.73833
13720,25240,Loran9960,41.87833,69.76
13730,25240,Loran9960,41.86833,69.78
13740,25240,Loran9960,41.85833,69.80167
13750,25240,Loran9960,41.84833,69.82167
13760,25240,Loran9960,41.83833,69.84333
13770,25240,Loran9960,41.82833,69.86333
13780,25240,Loran9960,41.81667,69.88333
13790,25240,Loran9960,41.80667,69.90333
13800,25240,Loran9960,41.795,69.925
13810,25240,Loran9960,41.78333,69.945
13820,25240,Loran9960,41.77167,69.96333
13830,25240,Loran9960,41.76,69.98333
13840,25240,Loran9960,41.74833,70.00333
13850,25240,Loran9960,41.73667,70.02167
13860,25240,Loran9960,41.725,70.04167
13870,25240,Loran9960,41.71167,70.06
13880,25240,Loran9960,41.69833,70.08
13890,25240,Loran9960,41.685,70.09833
